scenario,kpi_id,kpi_name,recommended_granularity,data_nature,suggested_visualization,platform_module,source_basis,calculation_hint,note
医疗物资运输,KPI0077,电子围栏越界率,日/网格,scenario_kpi_template,热力图,运营统计/风险预警/应急联动/公众服务/空域管理,由官方平台监管方向、低空应用场景与安全感知需求归纳，不是官方观测值,按flight_id、grid_id、route_id、alert_type、timestamp等字段聚合计算,用于PPT指标体系、系统原型和数据看板设计。
医疗物资运输,KPI0078,远程识别在线率,小时/设备/航线,scenario_kpi_template,仪表盘,运营统计/风险预警/应急联动/公众服务/空域管理,由官方平台监管方向、低空应用场景与安全感知需求归纳，不是官方观测值,按flight_id、grid_id、route_id、alert_type、timestamp等字段聚合计算,用于PPT指标体系、系统原型和数据看板设计。
医疗物资运输,KPI0079,通信链路可用率,分钟/网格,scenario_kpi_template,地图热力图,运营统计/风险预警/应急联动/公众服务/空域管理,由官方平台监管方向、低空应用场景与安全感知需求归纳，不是官方观测值,按flight_id、grid_id、route_id、alert_type、timestamp等字段聚合计算,用于PPT指标体系、系统原型和数据看板设计。
医疗物资运输,KPI0080,告警闭环率,日/部门,scenario_kpi_template,堆叠柱状图,运营统计/风险预警/应急联动/公众服务/空域管理,由官方平台监管方向、低空应用场景与安全感知需求归纳，不是官方观测值,按flight_id、grid_id、route_id、alert_type、timestamp等字段聚合计算,用于PPT指标体系、系统原型和数据看板设计。
医疗物资运输,KPI0081,平均处置时长,日/部门/事件类型,scenario_kpi_template,箱线图,运营统计/风险预警/应急联动/公众服务/空域管理,由官方平台监管方向、低空应用场景与安全感知需求归纳，不是官方观测值,按flight_id、grid_id、route_id、alert_type、timestamp等字段聚合计算,用于PPT指标体系、系统原型和数据看板设计。
医疗物资运输,KPI0082,飞行高度合规率,日/航线,scenario_kpi_template,环形图,运营统计/风险预警/应急联动/公众服务/空域管理,由官方平台监管方向、低空应用场景与安全感知需求归纳，不是官方观测值,按flight_id、grid_id、route_id、alert_type、timestamp等字段聚合计算,用于PPT指标体系、系统原型和数据看板设计。
医疗物资运输,KPI0083,飞行速度合规率,日/航线,scenario_kpi_template,环形图,运营统计/风险预警/应急联动/公众服务/空域管理,由官方平台监管方向、低空应用场景与安全感知需求归纳，不是官方观测值,按flight_id、grid_id、route_id、alert_type、timestamp等字段聚合计算,用于PPT指标体系、系统原型和数据看板设计。
医疗物资运输,KPI0084,高风险网格占比,日/街道,scenario_kpi_template,地图热力图,运营统计/风险预警/应急联动/公众服务/空域管理,由官方平台监管方向、低空应用场景与安全感知需求归纳，不是官方观测值,按flight_id、grid_id、route_id、alert_type、timestamp等字段聚合计算,用于PPT指标体系、系统原型和数据看板设计。
医疗物资运输,KPI0085,气象影响取消率,日/航线,scenario_kpi_template,折线图,运营统计/风险预警/应急联动/公众服务/空域管理,由官方平台监管方向、低空应用场景与安全感知需求归纳，不是官方观测值,按flight_id、grid_id、route_id、alert_type、timestamp等字段聚合计算,用于PPT指标体系、系统原型和数据看板设计。
医疗物资运输,KPI0086,任务完成率,日/场景,scenario_kpi_template,柱状图,运营统计/风险预警/应急联动/公众服务/空域管理,由官方平台监管方向、低空应用场景与安全感知需求归纳，不是官方观测值,按flight_id、grid_id、route_id、alert_type、timestamp等字段聚合计算,用于PPT指标体系、系统原型和数据看板设计。
医疗物资运输,KPI0087,单位里程成本,月/场景,scenario_kpi_template,折线图,运营统计/风险预警/应急联动/公众服务/空域管理,由官方平台监管方向、低空应用场景与安全感知需求归纳，不是官方观测值,按flight_id、grid_id、route_id、alert_type、timestamp等字段聚合计算,用于PPT指标体系、系统原型和数据看板设计。
医疗物资运输,KPI0088,有效载荷利用率,日/任务,scenario_kpi_template,散点图,运营统计/风险预警/应急联动/公众服务/空域管理,由官方平台监管方向、低空应用场景与安全感知需求归纳，不是官方观测值,按flight_id、grid_id、route_id、alert_type、timestamp等字段聚合计算,用于PPT指标体系、系统原型和数据看板设计。
医疗物资运输,KPI0089,设备在线率,小时/设备,scenario_kpi_template,仪表盘,运营统计/风险预警/应急联动/公众服务/空域管理,由官方平台监管方向、低空应用场景与安全感知需求归纳，不是官方观测值,按flight_id、grid_id、route_id、alert_type、timestamp等字段聚合计算,用于PPT指标体系、系统原型和数据看板设计。
医疗物资运输,KPI0090,传感器覆盖率,网格/街道,scenario_kpi_template,地图,运营统计/风险预警/应急联动/公众服务/空域管理,由官方平台监管方向、低空应用场景与安全感知需求归纳，不是官方观测值,按flight_id、grid_id、route_id、alert_type、timestamp等字段聚合计算,用于PPT指标体系、系统原型和数据看板设计。
医疗物资运输,KPI0091,重复告警率,日/事件类型,scenario_kpi_template,帕累托图,运营统计/风险预警/应急联动/公众服务/空域管理,由官方平台监管方向、低空应用场景与安全感知需求归纳，不是官方观测值,按flight_id、grid_id、route_id、alert_type、timestamp等字段聚合计算,用于PPT指标体系、系统原型和数据看板设计。
医疗物资运输,KPI0092,黑飞疑似识别数,小时/网格,scenario_kpi_template,热力图,运营统计/风险预警/应急联动/公众服务/空域管理,由官方平台监管方向、低空应用场景与安全感知需求归纳，不是官方观测值,按flight_id、grid_id、route_id、alert_type、timestamp等字段聚合计算,用于PPT指标体系、系统原型和数据看板设计。
医疗物资运输,KPI0093,低电量返航率,日/机型,scenario_kpi_template,柱状图,运营统计/风险预警/应急联动/公众服务/空域管理,由官方平台监管方向、低空应用场景与安全感知需求归纳，不是官方观测值,按flight_id、grid_id、route_id、alert_type、timestamp等字段聚合计算,用于PPT指标体系、系统原型和数据看板设计。
医疗物资运输,KPI0094,人群密集区飞越次数,小时/网格,scenario_kpi_template,热力图,运营统计/风险预警/应急联动/公众服务/空域管理,由官方平台监管方向、低空应用场景与安全感知需求归纳，不是官方观测值,按flight_id、grid_id、route_id、alert_type、timestamp等字段聚合计算,用于PPT指标体系、系统原型和数据看板设计。
医疗物资运输,KPI0095,禁飞区接近次数,小时/网格,scenario_kpi_template,热力图,运营统计/风险预警/应急联动/公众服务/空域管理,由官方平台监管方向、低空应用场景与安全感知需求归纳，不是官方观测值,按flight_id、grid_id、route_id、alert_type、timestamp等字段聚合计算,用于PPT指标体系、系统原型和数据看板设计。
医疗物资运输,KPI0096,飞行密度指数,小时/网格,scenario_kpi_template,热力图,运营统计/风险预警/应急联动/公众服务/空域管理,由官方平台监管方向、低空应用场景与安全感知需求归纳，不是官方观测值,按flight_id、grid_id、route_id、alert_type、timestamp等字段聚合计算,用于PPT指标体系、系统原型和数据看板设计。
文旅观光,KPI0097,日均飞行架次,小时/日/航线/网格,scenario_kpi_template,折线图,运营统计/风险预警/应急联动/公众服务/空域管理,由官方平台监管方向、低空应用场景与安全感知需求归纳，不是官方观测值,按flight_id、grid_id、route_id、alert_type、timestamp等字段聚合计算,用于PPT指标体系、系统原型和数据看板设计。
文旅观光,KPI0098,准点率,日/航线,scenario_kpi_template,柱状图,运营统计/风险预警/应急联动/公众服务/空域管理,由官方平台监管方向、低空应用场景与安全感知需求归纳，不是官方观测值,按flight_id、grid_id、route_id、alert_type、timestamp等字段聚合计算,用于PPT指标体系、系统原型和数据看板设计。
文旅观光,KPI0099,飞行计划通过率,日/场景,scenario_kpi_template,漏斗图,运营统计/风险预警/应急联动/公众服务/空域管理,由官方平台监管方向、低空应用场景与安全感知需求归纳，不是官方观测值,按flight_id、grid_id、route_id、alert_type、timestamp等字段聚合计算,用于PPT指标体系、系统原型和数据看板设计。
文旅观光,KPI0100,平均审批时长,日/场景,scenario_kpi_template,箱线图,运营统计/风险预警/应急联动/公众服务/空域管理,由官方平台监管方向、低空应用场景与安全感知需求归纳，不是官方观测值,按flight_id、grid_id、route_id、alert_type、timestamp等字段聚合计算,用于PPT指标体系、系统原型和数据看板设计。
文旅观光,KPI0101,电子围栏越界率,日/网格,scenario_kpi_template,热力图,运营统计/风险预警/应急联动/公众服务/空域管理,由官方平台监管方向、低空应用场景与安全感知需求归纳，不是官方观测值,按flight_id、grid_id、route_id、alert_type、timestamp等字段聚合计算,用于PPT指标体系、系统原型和数据看板设计。
文旅观光,KPI0102,远程识别在线率,小时/设备/航线,scenario_kpi_template,仪表盘,运营统计/风险预警/应急联动/公众服务/空域管理,由官方平台监管方向、低空应用场景与安全感知需求归纳，不是官方观测值,按flight_id、grid_id、route_id、alert_type、timestamp等字段聚合计算,用于PPT指标体系、系统原型和数据看板设计。
文旅观光,KPI0103,通信链路可用率,分钟/网格,scenario_kpi_template,地图热力图,运营统计/风险预警/应急联动/公众服务/空域管理,由官方平台监管方向、低空应用场景与安全感知需求归纳，不是官方观测值,按flight_id、grid_id、route_id、alert_type、timestamp等字段聚合计算,用于PPT指标体系、系统原型和数据看板设计。
文旅观光,KPI0104,告警闭环率,日/部门,scenario_kpi_template,堆叠柱状图,运营统计/风险预警/应急联动/公众服务/空域管理,由官方平台监管方向、低空应用场景与安全感知需求归纳，不是官方观测值,按flight_id、grid_id、route_id、alert_type、timestamp等字段聚合计算,用于PPT指标体系、系统原型和数据看板设计。
文旅观光,KPI0105,平均处置时长,日/部门/事件类型,scenario_kpi_template,箱线图,运营统计/风险预警/应急联动/公众服务/空域管理,由官方平台监管方向、低空应用场景与安全感知需求归纳，不是官方观测值,按flight_id、grid_id、route_id、alert_type、timestamp等字段聚合计算,用于PPT指标体系、系统原型和数据看板设计。
文旅观光,KPI0106,飞行高度合规率,日/航线,scenario_kpi_template,环形图,运营统计/风险预警/应急联动/公众服务/空域管理,由官方平台监管方向、低空应用场景与安全感知需求归纳，不是官方观测值,按flight_id、grid_id、route_id、alert_type、timestamp等字段聚合计算,用于PPT指标体系、系统原型和数据看板设计。
文旅观光,KPI0107,飞行速度合规率,日/航线,scenario_kpi_template,环形图,运营统计/风险预警/应急联动/公众服务/空域管理,由官方平台监管方向、低空应用场景与安全感知需求归纳，不是官方观测值,按flight_id、grid_id、route_id、alert_type、timestamp等字段聚合计算,用于PPT指标体系、系统原型和数据看板设计。
文旅观光,KPI0108,高风险网格占比,日/街道,scenario_kpi_template,地图热力图,运营统计/风险预警/应急联动/公众服务/空域管理,由官方平台监管方向、低空应用场景与安全感知需求归纳，不是官方观测值,按flight_id、grid_id、route_id、alert_type、timestamp等字段聚合计算,用于PPT指标体系、系统原型和数据看板设计。
文旅观光,KPI0109,气象影响取消率,日/航线,scenario_kpi_template,折线图,运营统计/风险预警/应急联动/公众服务/空域管理,由官方平台监管方向、低空应用场景与安全感知需求归纳，不是官方观测值,按flight_id、grid_id、route_id、alert_type、timestamp等字段聚合计算,用于PPT指标体系、系统原型和数据看板设计。
文旅观光,KPI0110,任务完成率,日/场景,scenario_kpi_template,柱状图,运营统计/风险预警/应急联动/公众服务/空域管理,由官方平台监管方向、低空应用场景与安全感知需求归纳，不是官方观测值,按flight_id、grid_id、route_id、alert_type、timestamp等字段聚合计算,用于PPT指标体系、系统原型和数据看板设计。
文旅观光,KPI0111,单位里程成本,月/场景,scenario_kpi_template,折线图,运营统计/风险预警/应急联动/公众服务/空域管理,由官方平台监管方向、低空应用场景与安全感知需求归纳，不是官方观测值,按flight_id、grid_id、route_id、alert_type、timestamp等字段聚合计算,用于PPT指标体系、系统原型和数据看板设计。
文旅观光,KPI0112,有效载荷利用率,日/任务,scenario_kpi_template,散点图,运营统计/风险预警/应急联动/公众服务/空域管理,由官方平台监管方向、低空应用场景与安全感知需求归纳，不是官方观测值,按flight_id、grid_id、route_id、alert_type、timestamp等字段聚合计算,用于PPT指标体系、系统原型和数据看板设计。
文旅观光,KPI0113,设备在线率,小时/设备,scenario_kpi_template,仪表盘,运营统计/风险预警/应急联动/公众服务/空域管理,由官方平台监管方向、低空应用场景与安全感知需求归纳，不是官方观测值,按flight_id、grid_id、route_id、alert_type、timestamp等字段聚合计算,用于PPT指标体系、系统原型和数据看板设计。
文旅观光,KPI0114,传感器覆盖率,网格/街道,scenario_kpi_template,地图,运营统计/风险预警/应急联动/公众服务/空域管理,由官方平台监管方向、低空应用场景与安全感知需求归纳，不是官方观测值,按flight_id、grid_id、route_id、alert_type、timestamp等字段聚合计算,用于PPT指标体系、系统原型和数据看板设计。
文旅观光,KPI0115,重复告警率,日/事件类型,scenario_kpi_template,帕累托图,运营统计/风险预警/应急联动/公众服务/空域管理,由官方平台监管方向、低空应用场景与安全感知需求归纳，不是官方观测值,按flight_id、grid_id、route_id、alert_type、timestamp等字段聚合计算,用于PPT指标体系、系统原型和数据看板设计。
文旅观光,KPI0116,黑飞疑似识别数,小时/网格,scenario_kpi_template,热力图,运营统计/风险预警/应急联动/公众服务/空域管理,由官方平台监管方向、低空应用场景与安全感知需求归纳，不是官方观测值,按flight_id、grid_id、route_id、alert_type、timestamp等字段聚合计算,用于PPT指标体系、系统原型和数据看板设计。
文旅观光,KPI0117,低电量返航率,日/机型,scenario_kpi_template,柱状图,运营统计/风险预警/应急联动/公众服务/空域管理,由官方平台监管方向、低空应用场景与安全感知需求归纳，不是官方观测值,按flight_id、grid_id、route_id、alert_type、timestamp等字段聚合计算,用于PPT指标体系、系统原型和数据看板设计。
文旅观光,KPI0118,人群密集区飞越次数,小时/网格,scenario_kpi_template,热力图,运营统计/风险预警/应急联动/公众服务/空域管理,由官方平台监管方向、低空应用场景与安全感知需求归纳，不是官方观测值,按flight_id、grid_id、route_id、alert_type、timestamp等字段聚合计算,用于PPT指标体系、系统原型和数据看板设计。
文旅观光,KPI0119,禁飞区接近次数,小时/网格,scenario_kpi_template,热力图,运营统计/风险预警/应急联动/公众服务/空域管理,由官方平台监管方向、低空应用场景与安全感知需求归纳，不是官方观测值,按flight_id、grid_id、route_id、alert_type、timestamp等字段聚合计算,用于PPT指标体系、系统原型和数据看板设计。
文旅观光,KPI0120,飞行密度指数,小时/网格,scenario_kpi_template,热力图,运营统计/风险预警/应急联动/公众服务/空域管理,由官方平台监管方向、低空应用场景与安全感知需求归纳，不是官方观测值,按flight_id、grid_id、route_id、alert_type、timestamp等字段聚合计算,用于PPT指标体系、系统原型和数据看板设计。
载人eVTOL/UAM,KPI0121,日均飞行架次,小时/日/航线/网格,scenario_kpi_template,折线图,运营统计/风险预警/应急联动/公众服务/空域管理,由官方平台监管方向、低空应用场景与安全感知需求归纳，不是官方观测值,按flight_id、grid_id、route_id、alert_type、timestamp等字段聚合计算,用于PPT指标体系、系统原型和数据看板设计。
载人eVTOL/UAM,KPI0122,准点率,日/航线,scenario_kpi_template,柱状图,运营统计/风险预警/应急联动/公众服务/空域管理,由官方平台监管方向、低空应用场景与安全感知需求归纳，不是官方观测值,按flight_id、grid_id、route_id、alert_type、timestamp等字段聚合计算,用于PPT指标体系、系统原型和数据看板设计。
载人eVTOL/UAM,KPI0123,飞行计划通过率,日/场景,scenario_kpi_template,漏斗图,运营统计/风险预警/应急联动/公众服务/空域管理,由官方平台监管方向、低空应用场景与安全感知需求归纳，不是官方观测值,按flight_id、grid_id、route_id、alert_type、timestamp等字段聚合计算,用于PPT指标体系、系统原型和数据看板设计。
载人eVTOL/UAM,KPI0124,平均审批时长,日/场景,scenario_kpi_template,箱线图,运营统计/风险预警/应急联动/公众服务/空域管理,由官方平台监管方向、低空应用场景与安全感知需求归纳，不是官方观测值,按flight_id、grid_id、route_id、alert_type、timestamp等字段聚合计算,用于PPT指标体系、系统原型和数据看板设计。
载人eVTOL/UAM,KPI0125,电子围栏越界率,日/网格,scenario_kpi_template,热力图,运营统计/风险预警/应急联动/公众服务/空域管理,由官方平台监管方向、低空应用场景与安全感知需求归纳，不是官方观测值,按flight_id、grid_id、route_id、alert_type、timestamp等字段聚合计算,用于PPT指标体系、系统原型和数据看板设计。
载人eVTOL/UAM,KPI0126,远程识别在线率,小时/设备/航线,scenario_kpi_template,仪表盘,运营统计/风险预警/应急联动/公众服务/空域管理,由官方平台监管方向、低空应用场景与安全感知需求归纳，不是官方观测值,按flight_id、grid_id、route_id、alert_type、timestamp等字段聚合计算,用于PPT指标体系、系统原型和数据看板设计。
载人eVTOL/UAM,KPI0127,通信链路可用率,分钟/网格,scenario_kpi_template,地图热力图,运营统计/风险预警/应急联动/公众服务/空域管理,由官方平台监管方向、低空应用场景与安全感知需求归纳，不是官方观测值,按flight_id、grid_id、route_id、alert_type、timestamp等字段聚合计算,用于PPT指标体系、系统原型和数据看板设计。
载人eVTOL/UAM,KPI0128,告警闭环率,日/部门,scenario_kpi_template,堆叠柱状图,运营统计/风险预警/应急联动/公众服务/空域管理,由官方平台监管方向、低空应用场景与安全感知需求归纳，不是官方观测值,按flight_id、grid_id、route_id、alert_type、timestamp等字段聚合计算,用于PPT指标体系、系统原型和数据看板设计。
载人eVTOL/UAM,KPI0129,平均处置时长,日/部门/事件类型,scenario_kpi_template,箱线图,运营统计/风险预警/应急联动/公众服务/空域管理,由官方平台监管方向、低空应用场景与安全感知需求归纳，不是官方观测值,按flight_id、grid_id、route_id、alert_type、timestamp等字段聚合计算,用于PPT指标体系、系统原型和数据看板设计。
载人eVTOL/UAM,KPI0130,飞行高度合规率,日/航线,scenario_kpi_template,环形图,运营统计/风险预警/应急联动/公众服务/空域管理,由官方平台监管方向、低空应用场景与安全感知需求归纳，不是官方观测值,按flight_id、grid_id、route_id、alert_type、timestamp等字段聚合计算,用于PPT指标体系、系统原型和数据看板设计。
载人eVTOL/UAM,KPI0131,飞行速度合规率,日/航线,scenario_kpi_template,环形图,运营统计/风险预警/应急联动/公众服务/空域管理,由官方平台监管方向、低空应用场景与安全感知需求归纳，不是官方观测值,按flight_id、grid_id、route_id、alert_type、timestamp等字段聚合计算,用于PPT指标体系、系统原型和数据看板设计。
载人eVTOL/UAM,KPI0132,高风险网格占比,日/街道,scenario_kpi_template,地图热力图,运营统计/风险预警/应急联动/公众服务/空域管理,由官方平台监管方向、低空应用场景与安全感知需求归纳，不是官方观测值,按flight_id、grid_id、route_id、alert_type、timestamp等字段聚合计算,用于PPT指标体系、系统原型和数据看板设计。
载人eVTOL/UAM,KPI0133,气象影响取消率,日/航线,scenario_kpi_template,折线图,运营统计/风险预警/应急联动/公众服务/空域管理,由官方平台监管方向、低空应用场景与安全感知需求归纳，不是官方观测值,按flight_id、grid_id、route_id、alert_type、timestamp等字段聚合计算,用于PPT指标体系、系统原型和数据看板设计。
载人eVTOL/UAM,KPI0134,任务完成率,日/场景,scenario_kpi_template,柱状图,运营统计/风险预警/应急联动/公众服务/空域管理,由官方平台监管方向、低空应用场景与安全感知需求归纳，不是官方观测值,按flight_id、grid_id、route_id、alert_type、timestamp等字段聚合计算,用于PPT指标体系、系统原型和数据看板设计。
载人eVTOL/UAM,KPI0135,单位里程成本,月/场景,scenario_kpi_template,折线图,运营统计/风险预警/应急联动/公众服务/空域管理,由官方平台监管方向、低空应用场景与安全感知需求归纳，不是官方观测值,按flight_id、grid_id、route_id、alert_type、timestamp等字段聚合计算,用于PPT指标体系、系统原型和数据看板设计。
载人eVTOL/UAM,KPI0136,有效载荷利用率,日/任务,scenario_kpi_template,散点图,运营统计/风险预警/应急联动/公众服务/空域管理,由官方平台监管方向、低空应用场景与安全感知需求归纳，不是官方观测值,按flight_id、grid_id、route_id、alert_type、timestamp等字段聚合计算,用于PPT指标体系、系统原型和数据看板设计。
载人eVTOL/UAM,KPI0137,设备在线率,小时/设备,scenario_kpi_template,仪表盘,运营统计/风险预警/应急联动/公众服务/空域管理,由官方平台监管方向、低空应用场景与安全感知需求归纳，不是官方观测值,按flight_id、grid_id、route_id、alert_type、timestamp等字段聚合计算,用于PPT指标体系、系统原型和数据看板设计。
载人eVTOL/UAM,KPI0138,传感器覆盖率,网格/街道,scenario_kpi_template,地图,运营统计/风险预警/应急联动/公众服务/空域管理,由官方平台监管方向、低空应用场景与安全感知需求归纳，不是官方观测值,按flight_id、grid_id、route_id、alert_type、timestamp等字段聚合计算,用于PPT指标体系、系统原型和数据看板设计。
载人eVTOL/UAM,KPI0139,重复告警率,日/事件类型,scenario_kpi_template,帕累托图,运营统计/风险预警/应急联动/公众服务/空域管理,由官方平台监管方向、低空应用场景与安全感知需求归纳，不是官方观测值,按flight_id、grid_id、route_id、alert_type、timestamp等字段聚合计算,用于PPT指标体系、系统原型和数据看板设计。
载人eVTOL/UAM,KPI0140,黑飞疑似识别数,小时/网格,scenario_kpi_template,热力图,运营统计/风险预警/应急联动/公众服务/空域管理,由官方平台监管方向、低空应用场景与安全感知需求归纳，不是官方观测值,按flight_id、grid_id、route_id、alert_type、timestamp等字段聚合计算,用于PPT指标体系、系统原型和数据看板设计。
载人eVTOL/UAM,KPI0141,低电量返航率,日/机型,scenario_kpi_template,柱状图,运营统计/风险预警/应急联动/公众服务/空域管理,由官方平台监管方向、低空应用场景与安全感知需求归纳，不是官方观测值,按flight_id、grid_id、route_id、alert_type、timestamp等字段聚合计算,用于PPT指标体系、系统原型和数据看板设计。
载人eVTOL/UAM,KPI0142,人群密集区飞越次数,小时/网格,scenario_kpi_template,热力图,运营统计/风险预警/应急联动/公众服务/空域管理,由官方平台监管方向、低空应用场景与安全感知需求归纳，不是官方观测值,按flight_id、grid_id、route_id、alert_type、timestamp等字段聚合计算,用于PPT指标体系、系统原型和数据看板设计。
载人eVTOL/UAM,KPI0143,禁飞区接近次数,小时/网格,scenario_kpi_template,热力图,运营统计/风险预警/应急联动/公众服务/空域管理,由官方平台监管方向、低空应用场景与安全感知需求归纳，不是官方观测值,按flight_id、grid_id、route_id、alert_type、timestamp等字段聚合计算,用于PPT指标体系、系统原型和数据看板设计。
载人eVTOL/UAM,KPI0144,飞行密度指数,小时/网格,scenario_kpi_template,热力图,运营统计/风险预警/应急联动/公众服务/空域管理,由官方平台监管方向、低空应用场景与安全感知需求归纳，不是官方观测值,按flight_id、grid_id、route_id、alert_type、timestamp等字段聚合计算,用于PPT指标体系、系统原型和数据看板设计。
农业植保,KPI0145,日均飞行架次,小时/日/航线/网格,scenario_kpi_template,折线图,运营统计/风险预警/应急联动/公众服务/空域管理,由官方平台监管方向、低空应用场景与安全感知需求归纳，不是官方观测值,按flight_id、grid_id、route_id、alert_type、timestamp等字段聚合计算,用于PPT指标体系、系统原型和数据看板设计。
农业植保,KPI0146,准点率,日/航线,scenario_kpi_template,柱状图,运营统计/风险预警/应急联动/公众服务/空域管理,由官方平台监管方向、低空应用场景与安全感知需求归纳，不是官方观测值,按flight_id、grid_id、route_id、alert_type、timestamp等字段聚合计算,用于PPT指标体系、系统原型和数据看板设计。
农业植保,KPI0147,飞行计划通过率,日/场景,scenario_kpi_template,漏斗图,运营统计/风险预警/应急联动/公众服务/空域管理,由官方平台监管方向、低空应用场景与安全感知需求归纳，不是官方观测值,按flight_id、grid_id、route_id、alert_type、timestamp等字段聚合计算,用于PPT指标体系、系统原型和数据看板设计。
农业植保,KPI0148,平均审批时长,日/场景,scenario_kpi_template,箱线图,运营统计/风险预警/应急联动/公众服务/空域管理,由官方平台监管方向、低空应用场景与安全感知需求归纳，不是官方观测值,按flight_id、grid_id、route_id、alert_type、timestamp等字段聚合计算,用于PPT指标体系、系统原型和数据看板设计。
农业植保,KPI0149,电子围栏越界率,日/网格,scenario_kpi_template,热力图,运营统计/风险预警/应急联动/公众服务/空域管理,由官方平台监管方向、低空应用场景与安全感知需求归纳，不是官方观测值,按flight_id、grid_id、route_id、alert_type、timestamp等字段聚合计算,用于PPT指标体系、系统原型和数据看板设计。
农业植保,KPI0150,远程识别在线率,小时/设备/航线,scenario_kpi_template,仪表盘,运营统计/风险预警/应急联动/公众服务/空域管理,由官方平台监管方向、低空应用场景与安全感知需求归纳，不是官方观测值,按flight_id、grid_id、route_id、alert_type、timestamp等字段聚合计算,用于PPT指标体系、系统原型和数据看板设计。
农业植保,KPI0151,通信链路可用率,分钟/网格,scenario_kpi_template,地图热力图,运营统计/风险预警/应急联动/公众服务/空域管理,由官方平台监管方向、低空应用场景与安全感知需求归纳，不是官方观测值,按flight_id、grid_id、route_id、alert_type、timestamp等字段聚合计算,用于PPT指标体系、系统原型和数据看板设计。
农业植保,KPI0152,告警闭环率,日/部门,scenario_kpi_template,堆叠柱状图,运营统计/风险预警/应急联动/公众服务/空域管理,由官方平台监管方向、低空应用场景与安全感知需求归纳，不是官方观测值,按flight_id、grid_id、route_id、alert_type、timestamp等字段聚合计算,用于PPT指标体系、系统原型和数据看板设计。
